resume_skills,ai_vetted_skills,junior_skills,matched_skills_junior,is_passed,non_experienced_skills,matched_skills_non_experienced,total_resume_skills,total_vetted_skills
"ReactJS, NextJS, TypeScript, JavaScript, HTML, CSS, SASS, React Hooks, Redux, Storybook, Microfrontend, ES6, AWS, Python, Linux, Windows, Git, Bitbucket, Jest, Node.js, Express.js, MongoDB, MySQL, Webpack, Babel, VS Code, Jenkins, JIRA, Postman, Azure Boards, GitHub, REST API, Figma, Vite, Context API, JSON, Ant Design, Data Structures, Algorithms, Problem Solving","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],FALSE,[],[],40,3
"HTML, React.js, Bootstrap, JavaScript, CSS, Angular, PrimeNG, Git, GitHub","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],9,3
"C/C++, Python, Java, ASP.NET, HTML5, CSS3, JavaScript, PHP, Tailwind CSS, React JS, Node.js, SQL Server, MySQL, NoSQL, MongoDB","React: Not experienced | JavaScript: Junior | HTML, CSS: Not experienced",['javascript: junior'],['javascript: junior'],FALSE,"['react: not experienced', 'html: not experienced', 'css: not experienced']","['react: not experienced', 'html: not experienced', 'css: not experienced']",15,3
"JavaScript, TypeScript, HTML, CSS, React, Redux, React Router, Redux-Saga, Jest, React Testing Library, WebdriverIO, Playwright, MUI, Jenkins, Ramda, GraphQL, Vite, Tailwind CSS, Styled Components, CSS Modules, MobX, Apollo, Lodash, Formik, Node.js, NestJS, MongoDB, MySQL, TypeORM, Mongoose, Express.js","React: Junior | JavaScript: Junior | HTML, CSS: Not experienced","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,"['html: not experienced', 'css: not experienced']","['html: not experienced', 'css: not experienced']",31,3
"JavaScript, TypeScript, HTML, CSS, React, Node.js, Express.js, NestJS, MongoDB, MySQL, TypeORM, RESTful APIs, JWT, OAuth, Mongoose, Git, Agile Methodologies, Code Reviews, Cloudinary, Payment Gateway API, React-Bootstrap, Passport.js","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],22,3
"React.js, Next.js, TypeScript, X-State, Redux, React Context, API Integration, Firebase, Code Review, Quality Assurance, LocalStorage, Material UI, React Admin, JavaScript, Express.js","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']",['javascript: junior'],FALSE,[],[],15,3
"HTML, CSS, JavaScript, React.js, Bootstrap, WordPress, SASS, Node.js, Git, GitHub, Laravel, MongoDB, MySQL, SEO, Automation/scripting, Debugging, Secure Coding (OWASP Top 10)","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Not experienced",[],[],FALSE,"['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']","['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']",17,3
"Python, JavaScript, HTML5, CSS3, React.js, Bootstrap, Tailwind CSS, Node.js, Express.js, REST APIs, SQL, MongoDB, AWS, Git, GitHub, VS Code, npm, Postman","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],18,3
"Python, C++, JavaScript, SQL, Bash, Java, Bootstrap, Django, React.js, Node.js, Tailwind, GitHub, Postman, MySQL, Linux, Windows, Leadership, Event Management, Writing, Public Speaking, Time Management","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],21,3
"HTML, CSS, JavaScript, TypeScript, React, Angular, Redux, Bootstrap, React Native, .NET Core, SQL Server, GitHub","React: Junior | JavaScript: Junior | HTML, CSS: Not experienced","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,"['html: not experienced', 'css: not experienced']","['html: not experienced', 'css: not experienced']",12,3
"JavaScript, Node.js, Express.js, React.js, Cypress, HTML, CSS, SCSS, MUI, Redux, Redux Toolkit, Thunk, Bootstrap, Koa.js, Jest, MongoDB, Git, GitHub, Next.js, Hybris, Excalibur, AEM, Docker, Microservices, Joi, InferIQ API, Yurbi API, AWS S3, AWS EC2, TypeScript","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],30,3
"React.js, Vue.js, Angular, Element Plus, JavaScript (ES6), TypeScript, HTML, CSS, Git, SVN, REST APIs, SQL","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Junior","['html: junior', 'css: junior']","['html: junior', 'css: junior']",FALSE,[],[],12,3
"HTML, CSS, JavaScript, ReactJS, Next.js, TypeScript, Tailwind CSS, SQL","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],8,3
"C++, JavaScript, Java, Python, HTML, CSS, Node.js, Express.js, React.js, Redux, jQuery, Tailwind CSS, Material UI, Bootstrap, SQL, MongoDB, Microsoft Azure, Git, GitHub, Leadership, Event Management, Time Management","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],22,3
"React.js, WebOS, CSS, Bootstrap, HTML, JavaScript, Agile, jQuery, Tizen OS, Git, GitHub","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],11,3
"ReactJS, Next.js, React Native, Python, CodeIgniter 3, Core PHP, HTML5, CSS, Bootstrap 4, Bootstrap 5, JavaScript ES5, JavaScript ES6, TypeScript, DSA in JavaScript, SVG, D3.js, Storybook, Context API, Service Worker, PWA, SSR, React Bootstrap, Material-UI, Redux Thunk, Redux Saga, Flux, React Form Hook, React Formik, Jest, RTL, Jest Cucumber, SCSS, SASS, LESS, Stylus, Tailwind CSS, Git, GitHub, GitLab, Bitbucket, Jira, CI/CD, Webpack, Agile Methodology, Version Control, jQuery, Ajax, Netlify, Vercel, GitHub Deployment, JSON, XML, MySQL, HeidiSQL, Flask, IndexedDB","React: Senior | JavaScript: Mid-level | HTML, CSS: Senior",[],[],TRUE,[],[],56,3
"C, C++, Java, JavaScript, Python, C#, HTML, CSS, LESS, Bootstrap, Tailwind CSS, Sass, Node.js, Express.js, RESTful APIs, React.js, Vite, Npm, Git, GitHub, Object-Oriented Programming, Data Structures, Algorithms, Problem-Solving, Linux, UML, CRUD, Time Management, Teamwork, Leadership","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],30,3
"JavaScript, TypeScript, ES6, Node.js, Express, Koa, React, React Native, Jest, Enzyme, SQL, Document Store, Real-time, Webpack, Google Cloud Platform, Cloud, Serverless, GraphQL, Prisma, Agile, Jira, Figma","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Junior","['html: junior', 'css: junior']",[],FALSE,[],[],22,3
"Content Creation, SEO, SEM, CRM, Social Media, Competitive Research, Content Strategy, Content Marketing, Microsoft Office, Content Writing, Web Designing","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Junior","['html: junior', 'css: junior']",[],FALSE,"['react: not experienced', 'javascript: not experienced']",[],11,3
"HTML, CSS, JavaScript, TypeScript, Python, React.js, HTML5, CSS3, JavaScript (ES6+), Material UI, Swiper.js, Redux, Responsive Design, Node.js, Express.js, REST APIs, Next.js, SQL, MongoDB, Git, Vercel, Figma, Postman, Notistack","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],24,3
"Python, JavaScript, HTML, CSS, Java, React, Node.js, Django, Express, Docker, Jira, Jenkins, Visual Studio, Git, VS Code, PyCharm, GitLab, GitHub, JupyterLab, Material-UI, Elastic, Mongoose, Redux Toolkit, REST APIs, React Hooks, Local Storage, Debouncing, Vercel, MERN Stack, CRUD Operations, SonarQube","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],31,3
"MERN Stack, PWA, TypeScript, React Flow, Charts.js, Database, SQL, Python, Django, GIT, Jira, Agile, Material UI, Tailwind CSS, REST APIs, AWS, Problem Solving, Leadership, Teamwork, Ownership, Flexibility","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'css: junior']",FALSE,[],[],21,3
"Python, Java, C, C++, HTML, CSS, Flutter","React: Junior | JavaScript: Mid-level | HTML, CSS: Mid-level",['react: junior'],[],FALSE,[],[],7,3
"ReactJS, Django, HTML, CSS, JavaScript, REST APIs, Bootstrap, Redux, UI/UX, C++, Python, PostgreSQL, GitHub, VS Code, Postman, GCP, Data Structures, Algorithms, Object Oriented Programming, Verbal Communication, Written Communication, Teamwork","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],22,3
"HTML5, CSS3, JavaScript, React.js, Next.js, Redux, Material UI, i18next, Responsive Design, Python, FastAPI, SQLModel, RESTful API Design, PostgreSQL, Basic SQL, Git, GitHub, VSCode, Termux, Linux, Modular Code Organization, API Optimization, Server-side Rendering","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],23,3
"TypeScript, JavaScript, Python, Swift, Core Java, C, HTML5, CSS3, React.js, Angular, Next.js, Redux, React Native, SwiftUI, UIKit, SASS, Node.js, FastAPI, ElasticSearch, GraphQL, Apollo Server, PostgreSQL, MongoDB, SQL, AWS, Google Cloud Platform, Git, Linux, Plesk, Webpack, Jest, Mocha, JMeter","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],33,3
"C/C++, Dart, HTML, CSS, JavaScript, Python, Flutter, Node.js, Express.js, React.js, Mobile Development, FullStack Development, Azure, PowerBI, Firebase, Cloud Firestore, RestAPIs, GitHub, MySQL, MongoDB, Problem-Solving, Logical Thinking, Presentation Skills, Multitasking, Time Management","React: Not experienced | HTML, CSS: Mid-level",[],[],FALSE,['react: not experienced'],['react: not experienced'],25,2
"JavaScript, TypeScript, React.js, Redux, Next.js, React Native, Node.js, Express","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],8,3
"Figma, Adobe XD, Sketch, Adobe After Effects, InVision, UXPin, Wireframing, Interface Design, Product Design, Miro, MS Project, Trello, Asana, Monday.com, MS Office, Project Plan 365, Visual Graphical Design, Visual Concept, Composition, Layout, Color, Photoshop, Illustrator, Wireframe CC, Adobe Spark, InDesign, CorelDraw, PageMaker, Quark Express, Canva, Behance, Dribbble, Zoom, Skype, Teams, Webex, User Research, Usability Testing, Prototyping, Design Hand-off, Web Accessibility, Agile Environment, HTML, CSS, Adobe Premiere, Sketchup, Scrum Planning, Software Development Life Cycle, Information Architecture, Human Computer Interaction, User Centered Design","React: Junior | JavaScript: Not experienced | HTML, CSS: Junior","['react: junior', 'html: junior', 'css: junior']","['html: junior', 'css: junior']",FALSE,['javascript: not experienced'],[],51,3
"JavaScript, HTML5, CSS3, Java, JSF 2.0, JSP, Servlets, Angular 17, Bootstrap 3.6, Gulp, JQuery 2.0, Node.js 18, Webpack, ExtJS 6.6, Co-pilot AI, WebStorm 10.0, Eclipse 3.0, NetBeans 6.5, SQL YOG, JDeveloper 10.3, JIRA 6.0, LightHouse, HP Quality Center, YouTrack, Rally, MySQL 5.0, Oracle 10g, Windows 10, Windows 11, Windows XP, Windows 7, Windows 8, LINUX Ubuntu, Tomcat 7.0, WebLogic 8.1, WebLogic 10.3, Glassfish Server, Sun One Server 6.1, GitHub, Tortoise SVN, ClearQuest, SourceSafe, Harvest, PHP 5.6, Struts, ICEFaces, Backbase, AngularJS, AJAX","React: Not experienced | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],TRUE,['react: not experienced'],[],49,3
"JavaScript, React.js, Node.js, Web Development, Backend Programming, SQL, HTML, CSS, Express.js, MongoDB, JWT, Salesforce, Apex, Java, English, Argentine Sign Language, Communication, Creativity, Responsibility","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],19,3
"Java, Python, SQL, C, C++, HTML, CSS, JavaScript, ReactJS, Spring, Git, Google Colab, VS Code, Eclipse, Tableau, PowerBI","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Not experienced",[],[],FALSE,"['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']","['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']",16,3
"React.js, Next.js, Redux, HTML5, CSS, Bootstrap, JavaScript, Angular.js, PHP, MySQL, CodeIgniter, WordPress, REST APIs, Node.js, MongoDB, Git, Photoshop, AI Chatbots, Chrome Developer Tools, C, C++, Python, macOS, Windows, Linux, Software Development Life Cycle, Front-End Development, Cross-Browser Compatibility, CI/CD Pipelines, Agile Methodologies, Database Management, API Development and Integration, Microservices Architecture, UI/UX Design, React Native, Delphi, jQuery, Laravel, WooCommerce, Botpress, Gallabox, JAVA","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],42,3
"Angular, JavaScript, TypeScript, MySQL, Bootstrap, Angular Material, PrimeNG, CSS, SASS, Socket.io, Continuous Integration, Docker, Agile, JIRA, GitLab, NgRx, RESTful API, Yarn, Webpack, GIT, Node.js, PuTTY, HTML, Husky, GitHub, Problem Solving, Leadership, Time Management, Adaptability","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],29,3
"HTML, CSS, JavaScript, React.js, Next.js, Node.js, Express.js, Tailwind CSS, Bootstrap, Redux Toolkit, MongoDB, Git, GitHub, Bitbucket, Vue.js","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],15,3
"TypeScript, JavaScript, ES6, React.js, Angular, Vue.js, Redux, jQuery, HTML, CSS, GraphQL, StoryBook, Next.js, Material UI, Bootstrap, RxJS, Python, Flask, Node.js, Express.js, PostgreSQL, REST APIs, Java, Spring Boot, Ruby, Git, GitHub, Chrome DevTools, Jest, React Testing Library, Mocha, Chai, Supertest, AWS, Heroku, Scrum, Agile Ceremonies","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],37,3
"JavaScript, TypeScript, React, Next.js, React Router, Tailwind CSS, SCSS, shadcn, Ant Design, Mantine, Redux, Zustand, Context API, TanStack, React Hook Form, Zod, Vite, Docker, Playwright, React Testing Library, Jest","React: Senior | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],21,3
"JavaScript, Cascading Style Sheets, HTML5, Java, Node.js, React.js, Redux, Mobx.js, Tailwind CSS, Ant Design, AntV, Material UI, Next.js, Git, Azure Pipeline, Continuous Integration, Azure DevOps Server, User Interface Design, Gantt Chart, Facial Recognition","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],20,3
"React.js, Next.js, HTML, CSS, JavaScript, TypeScript, Redux, Tailwind CSS, Bootstrap, Jest, SEO, Google Tag Manager, Node.js, Express.js, RESTful API, GraphQL, Git, GitHub, GitLab, MySQL, MongoDB, Drupal, Kentico, Windows, Linux/Unix, JIRA, Adobe XD, Photoshop","React: Senior | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],28,3
"C, C++, JavaScript, HTML5, CSS3, SQL, React.js, Tailwind CSS, Linux Command Line, Figma, GitHub, Team Leadership, Effective Communication, Problem Solving","React: Senior | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],14,3
"HTML, CSS, JavaScript, TypeScript, React.js, Next.js, React Native, Redux, Axios, RESTful API, Expo, Tailwind CSS, Ant Design, SCSS, Animation, Responsive Design, PWA, JSON Web Token, SEO, Git, VS Code, Jira, Postman, Slack, Google Analytics, GitHub, GitLab, Figma","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],28,3
"HTML, CSS, JavaScript, TypeScript, React, React Native, Tailwind CSS, Vite, Create React App, Redux, Material-UI, Styled Components, WordPress, Local by Flywheel, Advanced Custom Fields, Custom Post Types, Adobe Creative Suite, Node.js, Express.js, Mongoose, MongoDB, REST API, Axios, Git, Version Control, Branching & Merging, Repository Management, Blender, Character Animation, Product Visualization, 3D Modeling","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],31,3
"WordPress, PHP, HTML, CSS, JavaScript, Graphic Design, Adobe Photoshop, Dreamweaver, MySQL, User-friendly Web Design, Website Performance Optimization, Client Website Development, Infographic Creation, Website Content Updates, Social Media Content Creation, Video Content Creation, Brand Visibility Enhancement, Presentation Design, Website Updates & Maintenance, Tailored Client Solutions, Custom PHP Development, WordPress Development & Customization, Web Application Development, Portal Development, Automation of Processes, IT Asset Management, Java Development, JSP & Servlet Programming, Frontend Technologies Integration, Client-Side Scripting, Cross-functional Team Collaboration, Client Communication & Requirement Gathering, Project Management, Mentorship & Leadership, Database Management & Optimization, Backend Server Configuration, SQL Query Optimization, Server-Side Scripting, Bootstrap, AngularJS, Oracle SQL Developer, Apache Tomcat Server, NetBeans, jQuery, Ajax, JSON","JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],46,2
"Node.js, TypeScript, JavaScript, TDD, DDD, Clean Architecture, React.js, Remix, NEXT.js, Redux, Zustand, Shadcn/ui, Radix UI, Figma, Styled Components, Testing Library, Storybook, Jest, Sanity CMS, Strapi CMS, GraphQL, Express.js, Fastify, Prisma ORM, Sequelize, Knex.js, GitHub Actions, PostgreSQL, MySQL, MongoDB, Redis, .NET Core, C#, Docker, Kubernetes, Microservices, Terraform, Python, RabbitMQ, Kafka, Elasticsearch, Firebase, Supabase, Fly.io, AWS, GCP, Azure, NPM, PNPM, Rush.js","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']",['javascript: junior'],FALSE,[],[],50,3
"C, C++, JavaScript, HTML, CSS, SQL, Java, Python, React.js, Next.js, Redux, Bootstrap, Tailwind CSS, Node.js, Express.js, MERN Stack, Git, GitHub, Postman, VS Code, Cloudinary, Render, Vercel, Google Colab, Canva, MS Office, Linux, RESTful APIs, Responsive Design, Version Control, Collaborative Workflows, MongoDB, MySQL","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],33,3
"HTML, CSS, Git, React JS, Redux, REST API, Bootstrap, SCSS, Python, Tailwind CSS, TypeScript","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'html: junior', 'css: junior']",FALSE,[],[],11,3
"React.js, Next.js, Express.js, Node.js, MongoDB, Firebase, MySQL, Tailwind CSS, Reactstrap, Redux Toolkit, CSR, Shadcn/UI, HTML & CSS, Context API, Material UI, JavaScript, Responsive Design, SaaS, Semantic UI, ES6, SCSS, Bootstrap, Redux, Server Side Rendering (SSR), TypeScript","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],25,3
,"React: Not experienced | JavaScript: Not experienced | HTML, CSS: Not experienced",[],[],FALSE,"['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']",[],,3
"HTML, CSS, JavaScript, Python, C, Tailwind, React, Git, GitHub, MySQL, MongoDB","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],11,3
"HTML, CSS, CSS3, JavaScript, jQuery, ReactJS, Angular, Bootstrap, Figma, Adobe XD, Visual Studio Code, Windows, Linux, Photoshop, Illustrator","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],15,3
"Java, SQL, JavaScript, HTML5, CSS3, Spring, Spring Boot, React.js, Hibernate, JPA, MySQL, Oracle, DML, DDL, TCL, DQL, Joins, Sub-queries, JDBC, Eclipse, VS Code, Git, Postman, MySQL Workbench, SQL Plus, Components, Hooks, React Router, Virtual DOM, Props, Event Handling, Fetch API, HTTP requests, JSON, Maven, JUnit, Java Persistence API, Spring Data JPA, Entity Management, RESTful APIs, Dependency Injection, Response Handling, Repository Pattern, Service Layer, CORS Configuration, Controller Layer, useState, useEffect, Forms and Controlled Components, Dynamic Routing, URL Parameters","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Junior","['html: junior', 'css: junior']","['html: junior', 'css: junior']",FALSE,"['react: not experienced', 'javascript: not experienced']","['react: not experienced', 'javascript: not experienced']",51,3
"HTML, CSS, Node.js, JavaScript, React.js, MySQL, API Integration, Responsive Design, UI/UX Principles","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],9,3
"C, JavaScript, Ruby, Java, Python, Kotlin, Xcode, IntelliJ, Android Studio, Visual Studio Code, Git, Linux, Vim, Postman, Swagger, Figma, React, Ruby on Rails, AWS, HTML, CSS, PostgreSQL, MongoDB, Node.js, Angular, Mobile App Development, Gatsby, Sentry, WebEngage, Amplitude, Golang, Prisma, Express.js, WebSocket","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],34,3
"Python, Java, JavaScript, C#, C, VB.NET, React JS, Angular, Flask, ASP.NET, ASP.NET Core, Entity Framework, MVC, SQL Server, Visual Studio, SQL Server Management Studio, Git, Postman, REST APIs, Deep Learning, CNNs, Agile Methodologies","React: Senior | JavaScript: Senior | HTML, CSS: Mid-level",[],[],FALSE,[],[],22,3
"React.js, React, React Native, Next.js, Redux, Git, Tailwind CSS","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'css: junior']",FALSE,[],[],7,3
"React, Vite, Node.js, Express.js, Electron, MySQL, PostgreSQL, MongoDB, HTML, CSS, JavaScript, Python, Nest.js","React: Junior | JavaScript: Junior | HTML, CSS: Not experienced","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,"['html: not experienced', 'css: not experienced']","['html: not experienced', 'css: not experienced']",13,3
"Object-Oriented Programming, Tailwind CSS, Git, MobX, CSS, JavaScript, API Integration, React, HTML, Next.js, Node.js, Medusa.js","React: Junior | JavaScript: Not experienced | HTML, CSS: Not experienced",['react: junior'],['react: junior'],FALSE,"['javascript: not experienced', 'html: not experienced', 'css: not experienced']","['javascript: not experienced', 'html: not experienced', 'css: not experienced']",12,3
"C, C++, Java, Python, Object-Oriented Programming, MySQL, Data Structures, Algorithms, HTML, CSS, Bootstrap, JavaScript, Node.js, React.js, Software Development Life Cycle, Agile, AWS, Azure, Linux, Unix, Git, GitHub, Jenkins, Docker, Kubernetes, Terraform, Shell Scripting, Microsoft Excel, Testing, Written Communication, Verbal Communication, Analytical Skills, Problem-Solving, Troubleshooting, Debugging","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],35,3
"React, JavaScript, HTML, CSS, TypeScript","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],5,3
"HTML5, CSS, Bootstrap, Tailwind CSS, React.js, JavaScript, jQuery, Redux, API Integration, MySQL, Windows, Git","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],12,3
"React.js, Redux, JavaScript, TypeScript, HTML5, CSS3, Tailwind CSS, Sass, Bootstrap, Material UI, Ant Design, Unit Testing, Jest, React Testing Library, Node.js, Nest.js, Supabase, MongoDB, Studio 3T, npm, yarn, Create React App, Vite, Git, GitHub, GitLab, JIRA, VS Code, Figma, Postman, ChatGPT, Quick Learner, Patience, Collaborative, Mentorship, Teaching, Python, MySQL, AWS, CI/CD, RTK Query, Supertest, Java Spring Boot","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],43,3
"React, JavaScript, TypeScript, HTML, CSS, Java, SQL, MUI, Jest, Enzyme, React Testing Library, Fiddler, Postman","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Junior","['html: junior', 'css: junior']","['html: junior', 'css: junior']",TRUE,[],[],13,3
"Next.js, React, TypeScript, JavaScript, Tailwind CSS, Node.js, Express.js, Supabase","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],8,3
"JavaScript, TypeScript, HTML, CSS, SQL, Python, React.js, Flask, Express.js, TailwindCSS, Node.js, Docker, Vite, Redux, Terraform, Rego, Git, REST APIs, Agile Methodologies, Playwright, Automated QA Testing, Manual QA Testing, Postman","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],23,3
